지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%)
211,2019-03-01 1:00,-1.6,,0.3,0,81
211,2019-03-01 2:00,-2,,0.3,0,83
211,2019-03-01 3:00,-2.5,,0.5,360,84
211,2019-03-01 4:00,-3.3,,0.2,0,87
211,2019-03-01 5:00,-3.3,,0.5,360,86
211,2019-03-01 6:00,-4,,0.2,0,88
211,2019-03-01 7:00,-4.3,,0.3,0,91
211,2019-03-01 8:00,-3.6,,0.2,0,89
211,2019-03-01 9:00,-1.4,,0.7,90,81
211,2019-03-01 10:00,1.6,,0.6,140,67
211,2019-03-01 11:00,6.4,,2.5,160,47
211,2019-03-01 12:00,9.4,,2.9,140,33
211,2019-03-01 13:00,10.6,,2.8,320,26
211,2019-03-01 14:00,11.7,,1.1,50,23
211,2019-03-01 15:00,12.1,,2.5,180,24
211,2019-03-01 16:00,12.3,,2.7,180,23
211,2019-03-01 17:00,11.6,,2.5,160,24
211,2019-03-01 18:00,10.1,,1.7,180,29
211,2019-03-01 19:00,4.9,,0.2,0,48
211,2019-03-01 20:00,2.7,,0.1,0,56
211,2019-03-01 21:00,1.3,,0.2,0,64
211,2019-03-01 22:00,-0.1,,0,0,71
211,2019-03-01 23:00,-0.9,,0.1,0,72
211,2019-03-02 0:00,-1,,0.7,360,73
211,2019-03-02 1:00,-2,,0.4,0,77
211,2019-03-02 2:00,-2.5,,0.2,0,77
211,2019-03-02 3:00,-3,,0.4,0,80
211,2019-03-02 4:00,-3.7,,0.3,0,82
211,2019-03-02 5:00,-4.2,,0.3,0,85
211,2019-03-02 6:00,-4.1,,0.9,340,85
211,2019-03-02 7:00,-4,,1.1,360,84
211,2019-03-02 8:00,-3.5,,1.8,20,83
211,2019-03-02 9:00,-0.9,,1.4,20,72
211,2019-03-02 10:00,1.3,,0.7,180,62
211,2019-03-02 11:00,5.5,,1.1,160,47
211,2019-03-02 12:00,9.7,,1.2,160,28
211,2019-03-02 13:00,12.2,,2.2,110,22
211,2019-03-02 14:00,13.2,,2,180,15
211,2019-03-02 15:00,13.9,,2.2,200,16
211,2019-03-02 16:00,13.6,,1.6,160,15
211,2019-03-02 17:00,13,,1.5,180,19
211,2019-03-02 18:00,10,,0.9,50,31
211,2019-03-02 19:00,6.6,,0.7,320,43
211,2019-03-02 20:00,5,,0.5,250,50
211,2019-03-02 21:00,4,,0.8,20,58
211,2019-03-02 22:00,2.5,,0.1,0,62
211,2019-03-02 23:00,1,,0.2,0,70
211,2019-03-03 0:00,0.3,,0.1,0,74
211,2019-03-03 1:00,0.1,,1,360,75
211,2019-03-03 2:00,-1.2,,0,0,82
211,2019-03-03 3:00,-1.8,,0.1,0,86
211,2019-03-03 4:00,-2.4,,0.5,360,87
211,2019-03-03 5:00,-3,,0.2,0,88
211,2019-03-03 6:00,-3.4,,0.1,0,90
211,2019-03-03 7:00,-3.8,,0.4,0,90
211,2019-03-03 8:00,-3.2,,0.2,0,89
211,2019-03-03 9:00,-1,,0.6,110,84
211,2019-03-03 10:00,2.2,,0.7,90,70
211,2019-03-03 11:00,5.9,,0.7,110,52
211,2019-03-03 12:00,10.6,,1.4,200,32
211,2019-03-03 13:00,13.4,,2.1,160,18
211,2019-03-03 14:00,14.8,,2.4,160,17
211,2019-03-03 15:00,15.3,,1.7,160,14
211,2019-03-03 16:00,15.4,,1.7,160,15
211,2019-03-03 17:00,13.5,,3.3,20,34
211,2019-03-03 18:00,11.4,,3.7,20,46
211,2019-03-03 19:00,9.3,,1.2,50,56
211,2019-03-03 20:00,8.1,,0.7,340,61
211,2019-03-03 21:00,7.1,,1.4,340,60
211,2019-03-03 22:00,5.5,,1.2,360,67
211,2019-03-03 23:00,4.9,,1.6,320,69
211,2019-03-04 0:00,4.4,,0.9,360,69
211,2019-03-04 1:00,3.1,,1.3,340,75
211,2019-03-04 2:00,2.7,,1.7,320,73
211,2019-03-04 3:00,2.2,,1.7,340,74
211,2019-03-04 4:00,1.6,,0.6,360,76
211,2019-03-04 5:00,1.2,,1,20,77
211,2019-03-04 6:00,0.3,,0.7,360,81
211,2019-03-04 7:00,0.1,,0.8,340,81
211,2019-03-04 8:00,0.3,,1.1,340,80
211,2019-03-04 9:00,3.2,,1.1,20,65
211,2019-03-04 10:00,6.2,,0.7,110,57
211,2019-03-04 11:00,10.9,,0.8,50,52
211,2019-03-04 12:00,13,,1.7,50,42
211,2019-03-04 13:00,14.2,,2,70,33
211,2019-03-04 14:00,14.8,,1.4,140,30
211,2019-03-04 15:00,15.2,,1.5,110,28
211,2019-03-04 16:00,15,,2.4,180,25
211,2019-03-04 17:00,14.4,,2.9,180,25
211,2019-03-04 18:00,11.9,,1,200,33
211,2019-03-04 19:00,9.1,,0.9,320,52
211,2019-03-04 20:00,6.5,,0.9,320,56
211,2019-03-04 21:00,4.5,,0.1,0,62
211,2019-03-04 22:00,3.1,,0.2,0,68
211,2019-03-04 23:00,1.7,,0.2,0,73
211,2019-03-05 0:00,0.9,,0.1,0,76
211,2019-03-05 1:00,0.4,,0.4,0,79
211,2019-03-05 2:00,-0.1,,0.4,0,83
211,2019-03-05 3:00,-0.6,,0.1,0,86
211,2019-03-05 4:00,-1.1,,0.2,0,87
211,2019-03-05 5:00,-1.3,,0.2,0,89
211,2019-03-05 6:00,-1.8,,0.1,0,91
211,2019-03-05 7:00,-2,,0.2,0,91
211,2019-03-05 8:00,-1.3,,0.1,0,91
211,2019-03-05 9:00,0.6,,0.2,0,85
211,2019-03-05 10:00,4.1,,1.1,180,76
211,2019-03-05 11:00,6.8,,2.6,160,65
211,2019-03-05 12:00,8.7,,3.4,180,58
211,2019-03-05 13:00,10,,3.8,180,50
211,2019-03-05 14:00,11.4,,3.7,160,47
211,2019-03-05 15:00,11.6,,3.8,160,45
211,2019-03-05 16:00,11.5,,1.9,180,39
211,2019-03-05 17:00,11.3,,2.2,160,42
211,2019-03-05 18:00,10.8,,2.7,200,42
211,2019-03-05 19:00,10.4,,3.6,180,45
211,2019-03-05 20:00,9.6,,2.7,160,52
211,2019-03-05 21:00,8,,1.5,200,60
211,2019-03-05 22:00,5.9,,0.7,180,70
211,2019-03-05 23:00,5.7,,1.5,200,71
211,2019-03-06 0:00,5.2,,1.4,200,72
211,2019-03-06 1:00,5.2,,0.7,250,71
211,2019-03-06 2:00,3.7,,0.4,0,76
211,2019-03-06 3:00,3.3,,0.8,230,79
211,2019-03-06 4:00,2.1,,0.3,0,82
211,2019-03-06 5:00,0.8,,0.4,0,86
211,2019-03-06 6:00,0.5,,0.3,0,89
211,2019-03-06 7:00,-0.2,,0.3,0,91
211,2019-03-06 8:00,0.4,,0,0,92
211,2019-03-06 9:00,2.8,,0.3,0,83
211,2019-03-06 10:00,4.7,,1.1,180,75
211,2019-03-06 11:00,8.3,,2.3,140,51
211,2019-03-06 12:00,10.2,,2.3,140,40
211,2019-03-06 13:00,10.3,,3,160,36
211,2019-03-06 14:00,9.6,,3.5,320,43
211,2019-03-06 15:00,10.6,,2.3,160,41
211,2019-03-06 16:00,10.5,,2.4,180,40
211,2019-03-06 17:00,10.2,,1.9,180,45
211,2019-03-06 18:00,9.1,,1,230,48
211,2019-03-06 19:00,6.5,,0.2,0,59
211,2019-03-06 20:00,5.6,,2.5,20,75
211,2019-03-06 21:00,4.9,0,1.5,20,78
211,2019-03-06 22:00,4.8,,2.6,50,79
211,2019-03-06 23:00,4.5,,2.7,50,79
211,2019-03-07 0:00,3.7,0,2.5,50,83
211,2019-03-07 1:00,2.9,,2.3,50,89
211,2019-03-07 2:00,2.4,,2.9,20,90
211,2019-03-07 3:00,1.5,2.5,2.4,20,92
211,2019-03-07 4:00,1.2,,0.4,0,93
211,2019-03-07 5:00,0.8,,0.2,0,94
211,2019-03-07 6:00,1,2,0.2,0,96
211,2019-03-07 7:00,1.1,,0.6,200,95
211,2019-03-07 8:00,1.4,,0.6,360,96
211,2019-03-07 9:00,2.5,0,0.5,290,95
211,2019-03-07 10:00,3.7,,0.9,20,88
211,2019-03-07 11:00,6.5,,2.5,70,73
211,2019-03-07 12:00,7,,2.4,20,63
211,2019-03-07 13:00,7.7,,0.6,50,59
211,2019-03-07 14:00,9.7,,0.8,20,54
211,2019-03-07 15:00,8.9,,0.6,110,47
211,2019-03-07 16:00,10.7,,1.1,50,37
211,2019-03-07 17:00,10.8,,0.7,230,35
211,2019-03-07 18:00,7.7,,0.9,360,51
211,2019-03-07 19:00,5.1,,1.2,320,63
211,2019-03-07 20:00,3.5,,1.2,320,72
211,2019-03-07 21:00,2,,0.9,320,78
211,2019-03-07 22:00,0.6,,0.5,320,85
211,2019-03-07 23:00,-0.3,,0.4,0,88
211,2019-03-08 0:00,-0.6,,0.7,320,90
211,2019-03-08 1:00,-1.4,,0.2,0,92
211,2019-03-08 2:00,-2,,0.4,0,93
211,2019-03-08 3:00,-1.9,,1,360,93
211,2019-03-08 4:00,-1.5,,0.2,0,95
211,2019-03-08 5:00,-1.7,,0.4,0,95
211,2019-03-08 6:00,-2.1,,0.3,0,96
211,2019-03-08 7:00,-2.3,,0.8,90,96
211,2019-03-08 8:00,-2.2,,0.8,70,95
211,2019-03-08 9:00,-1.4,,0.9,160,94
211,2019-03-08 10:00,1.4,,0.8,160,83
211,2019-03-08 11:00,6.3,,2.3,160,57
211,2019-03-08 12:00,9.2,,2.7,160,37
211,2019-03-08 13:00,10.7,,3.8,160,33
211,2019-03-08 14:00,11.9,,3.9,160,25
211,2019-03-08 15:00,12.3,,3.9,160,21
211,2019-03-08 16:00,12.4,,3.6,160,20
211,2019-03-08 17:00,11.8,,2.7,160,23
211,2019-03-08 18:00,11.1,,3.5,160,23
211,2019-03-08 19:00,9.4,,2.2,180,28
211,2019-03-08 20:00,6.1,,1.1,180,42
211,2019-03-08 21:00,3.9,,0.6,200,50
211,2019-03-08 22:00,2.6,,0.3,0,59
211,2019-03-08 23:00,1,,0.3,0,66
211,2019-03-09 0:00,-0.2,,0.1,0,71
211,2019-03-09 1:00,-1,,0.4,0,76
211,2019-03-09 2:00,-2.1,,0.5,200,81
211,2019-03-09 3:00,-2.3,,0.7,180,82
211,2019-03-09 4:00,-2.8,,0.2,0,84
211,2019-03-09 5:00,-3.6,,0,0,85
211,2019-03-09 6:00,-4.1,,0.1,0,87
211,2019-03-09 7:00,-4.4,,0.4,0,86
211,2019-03-09 8:00,-2.8,,0,0,83
211,2019-03-09 9:00,-0.3,,0.4,0,67
211,2019-03-09 10:00,2.6,,1.7,160,53
211,2019-03-09 11:00,6.7,,3.2,160,34
211,2019-03-09 12:00,9.7,,3.2,140,22
211,2019-03-09 13:00,10.8,,3.5,160,19
211,2019-03-09 14:00,11.5,,3.4,160,17
211,2019-03-09 15:00,11.6,,3.9,180,13
211,2019-03-09 16:00,12.2,,3,230,13
211,2019-03-09 17:00,12.1,,3.8,160,14
211,2019-03-09 18:00,11.3,,2.1,200,15
211,2019-03-09 19:00,6.2,,0.7,320,33
211,2019-03-09 20:00,4.8,,0.6,230,39
211,2019-03-09 21:00,3.9,,0.3,0,47
211,2019-03-09 22:00,2.8,,0.3,0,55
211,2019-03-09 23:00,2.6,,0.6,200,61
211,2019-03-10 0:00,2.4,,0.7,180,63
211,2019-03-10 1:00,2.6,,0.3,0,58
211,2019-03-10 2:00,2.1,,0.3,0,61
211,2019-03-10 3:00,2.2,,1.1,20,59
211,2019-03-10 4:00,1.6,,0,0,62
211,2019-03-10 5:00,1.3,,0,0,64
211,2019-03-10 6:00,0.7,,0.6,320,66
211,2019-03-10 7:00,0.7,,1.6,340,64
211,2019-03-10 8:00,1.4,,2.8,340,60
211,2019-03-10 9:00,3.6,,2.1,360,48
211,2019-03-10 10:00,7.9,,1.5,20,35
211,2019-03-10 11:00,9.5,,5.6,360,50
211,2019-03-10 12:00,9.6,,5.9,360,46
211,2019-03-10 13:00,9.9,,6.4,360,47
211,2019-03-10 14:00,9.6,,7,360,50
211,2019-03-10 15:00,8.9,,6.4,360,55
211,2019-03-10 16:00,8.4,,5.7,20,57
211,2019-03-10 17:00,8.1,,4.8,20,55
211,2019-03-10 18:00,7.3,,4.7,360,55
211,2019-03-10 19:00,6.6,,4.2,20,57
211,2019-03-10 20:00,6.1,,3.1,360,58
211,2019-03-10 21:00,5.7,,2.9,20,61
211,2019-03-10 22:00,4.6,,1.3,360,63
211,2019-03-10 23:00,2.3,,1.2,320,72
211,2019-03-11 0:00,0.6,,0.4,0,78
211,2019-03-11 1:00,-0.6,,0.5,250,84
211,2019-03-11 2:00,-0.9,,0.9,340,84
211,2019-03-11 3:00,-1.7,,0.4,0,87
211,2019-03-11 4:00,-2.4,,0.3,0,89
211,2019-03-11 5:00,-2.9,,0,0,90
211,2019-03-11 6:00,-3.1,,0,0,91
211,2019-03-11 7:00,-3.4,,0.2,0,92
211,2019-03-11 8:00,-2.4,,0.4,0,89
